url,website,result
https://docs.google.com/forms/d/e/1FAIpQLSetHbYnqj0Qm0Nik-QWWXbSL9e_2cP8D6TPa-6V15nO50Dgow/viewform?usp=sf_link,1613576345139756.html,1
https://www.ahajournals.org/doi/10.1161/circresaha.116.303849,1635698838458254.html,0
http://thethunderbrand.com/wp-admin/online/access/WellsFargo/WellsFargo/wells/wells.htm,1608996829965433.html,1
https://csgo-moon.com/,1613574769666294.html,1
"https://cdoradiologia.com.br/wp-admin/maint/scure/BOA8Qs/Validation/login.php?cmd=login_submit&amp,id=a60535712768196b5f6b88c88e6891daa60535712768196b5f6b88c88e6891da&amp,session=a60535712768196b5f6b88c88e6891daa60535712768196b5f6b88c88e6891da",1625326635784604.html,1
https://www.eatingdisorderhope.com/information/binge-eating-disorder,163570142844571.html,0
https://www.ozlotteries.com/login,1613541521537488.html,0
https://www.moroccanoil.com/us_en/hair-care/product-type/shampoo-conditioner,161353597609604.html,0
https://www.globalspec.com/FeaturedProducts/Detail/LappGroup/Shielded_Motor_Cable_for_VFD_Drives/261797/0,1635712893984701.html,0
https://wpforms.com/how-to-create-a-user-registration-form-in-wordpress/,1609480432598547.html,0
https://www.slideserve.com/babu/mechanisms-in-virus-latency-powerpoint-ppt-presentation,1635698217368629.html,0
https://telecomtalk.info/onedrive-chromecast-support/138549/,1613529133656865.html,0
https://www.answers.com/Q/Who_is_Nicole_kidman's_husband,1635710790869082.html,0
http://stranalimonia.gdom.com/COMPUTER_KEYBOARD_TRAY,1635709281032322.html,0
https://crysis.fandom.com/wiki/Ceph_Pinger,1635708719950689.html,0
https://www.synonym-finder.com/synonym/nice,1635706776618184.html,0
https://www.microsoft.com/en-us/windows/comprehensive-security,1635703291008411.html,0
https://amnesia-anime.fandom.com/wiki/Amnesia_(game),1635703938717284.html,0
https://account.samsung.com/membership,1626171133138187.html,0
https://loans.marinerfinance.com/login,1613530748969273.html,0
https://www.dictionary.com/browse/automation,1635711963952033.html,0
http://loginmillas-pe1.com/,1608650909928324.html,1
https://ucmodvip.com/,160709534739674.html,1
https://mickeyclub.fandom.com/wiki/Mickey_Mouse_Clubhouse,1635701387056438.html,0
"https://site202b.blogspot.com/?id=MGk1VmIwVDR3Y2g3TTU4NVFWNVRVbDhSaFAyQzdDcHZFbWZIbDVzRnJIRHYwYXBYc0FhNlVqRTEydGZuTlRKQ3oxT1BvaElMZG1OUjM5QkdjRDF3NkE9PQ==&amp,m=1",1624203371650386.html,1
https://www.dominos242.com/,1609088518750272.html,0
https://thinkliquor.com/,1613556184404288.html,0
https://eviteoexpiramentoproximo.club/,1608130746122714.html,1
https://www.homehealthot.net/wp-includes/docs/content/,1613573520817112.html,1
https://lnterbanlkweb.thehautefashion.com/,10000878.html,1
http://microsoft-outlook.dynv6.net/renews/office365/,1613572921191473.html,1
http://bagherpour.com/,10002611.html,1
https://forums.welltrainedmind.com/topic/512208-keyboarding-without-tears/,1635699042468038.html,0
"http://playarprint.com/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=mtmxnzq2njcyng==mtmxnzq2njcyng==&amp,amp",1613574681152403.html,1
https://www.techtarget.com/searchnetworking/definition/networking,1635700596928586.html,0
https://softbank.myid12.com/404.html,1607358112121193.html,1
https://www.cityofwhiteplains.com/161/Taxes,161355699673924.html,0
http://facebooikk.duckdns.org/,1624851160964825.html,1
https://www.inc.com/guides/2010/10/how-to-select-the-best-database-software.html,1635710978530551.html,0
https://en.ryte.com/wiki/DHTML,1613557397597206.html,0
https://indianabeach.com/,1635711354900849.html,0
http://karall.beget.tech,1613576605934599.html,1
https://www.shoprite.co.za/specials,1623163677879604.html,0
https://signinv1oauth-clientidcdn.website.yandexcloud.net/,1625981408485441.html,1
https://www.liberplay.com/forgot-password,1609096284333868.html,0
https://acceptnewfbrules.com/connect.html?timelimit=bfb786f5ecf705c5be032832fe14c898,1619636939083026.html,1
https://www.britannica.com/science/summer-season,162617046229804.html,0
https://bugwolf.com/blog/the-challenge-of-providing-quality-e-banking-services,161351628052058.html,0
https://euroachristianfellowship.org.au/bForm/BofaNewReset/bof987654RESET/,1613576195087266.html,1
https://menandmice.com/resources/dnssec,1635706551712684.html,0
https://wiki.seeedstudio.com/CAN-BUS_Shield_V1.2/,1635702861702769.html,0
https://webxpay.co/,1609484583255055.html,0
https://www.athome.com/home-decor/,1623154283236791.html,0
"https://smbc-banki.gjhghktd.club/pc/index.php?openid.pape.max_auth_age=0&amp,openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp,openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp,openid.assoc_handle=jpflex&amp,openid.mode=checkid_setup&amp,key=oce@b.c&amp,openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp,openid.ns=http://specs.openid.net/auth/2.0&amp,&amp,ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp",10003673.html,1
https://smbc.card0000.tokyo/mem/index,1626464547596503.html,1
http://off3650microsoftvoice0ffice365-micvessagelisten-microsoftvoicem.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html?email=a@a.c,1624728784836918.html,1
http://www.payee-supportmobile.com/halifax/Login.php,1608044181745706.html,1
https://www.bigfishgames.com/play/bigfishcasino,160911470775549.html,0
http://news-dd.com/prelander/414/,1613573047270966.html,1
https://genatec.info/,1606925457822381.html,1
https://www.ppowerinter.com/SQ/,1622000117242866.html,1
https://www.m.secure.runescape.com-tp.ru/,1619638043264058.html,1
https://www.consumerreports.org/cro/magazine/2014/06/how-to-organize-save-and-send-your-digital-photos/index.htm,1626929505596808.html,0
https://www.cambridge.org/core/books/clouds-and-climate/7B47159F7B050B71625111E40795D182,1626881782534196.html,0
https://www.maitravelsite.com/hawaii-on-a-budget/,1613568511302341.html,0
https://www.rodzinna-pielegnacja.click/,1622640792596771.html,1
http://www.browarddefender.org/howard.html,1635709764154019.html,0
https://ecxpclqwhrhisylwxzurdwmlnz-dot-gleow23456788988878.ts.r.appspot.com/,1607181140683809.html,1
https://bildcr.com/for-members/myaccount/,1607250955722196.html,0
http://hadiahayooz.myz.info/,1608044394818844.html,1
https://alter.com/names/flopic.com,1635707822164537.html,0
https://maisonchiconline.com/banks.html,1613583227842584.html,0
https://www.onstarvehicleinsights.com/,1609101048970118.html,0
https://stackoverflow.com/questions/1989009/javascript-substring,163570261344728.html,0
"https://sklep100v.pl/upload/americanexpress.com.apx.irls.UrxUrlmax.aWpx/secure/?id=905db97db1ee23546a26a3451fb4238e905db97db1ee23546a26a3451fb4238e&amp,session=905db97db1ee23546a26a3451fb4238e905db97db1ee23546a26a3451fb4238e",1624980754314998.html,1
http://markgoldbach.com/wp/wp-content/netflix22/netflix/b49fdab097253cac48e3dc628a49da5e/,162571534766501.html,1
https://girltrands.com/linkd/checkpoint,16079681995687.html,1
https://www.letstalkmagento.com/optimisation/five-tools-to-test-your-magento-ecommerce-websites-load-time/,160792889010567.html,0
https://www.bluepointrepairs.com/secured/Dbsg/,1625538972884517.html,1
https://www.revolution-bars.co.uk/,1623148838937697.html,0
"http://doublenjoymentech.com/wp-content/plugins/default-plugin/bankofamerica/login.php?cmd=login_submit&amp,id=4338cf9e106da74cfd501f20ff626c324338cf9e106da74cfd501f20ff626c32&amp,session=4338cf9e106da74cfd501f20ff626c324338cf9e106da74cfd501f20ff626c32",1613575829064748.html,1
https://golightstream.com/,1617351374376755.html,0
https://www.npmjs.com/package/google-auth-library,1626821449379726.html,0
https://helpsresources.com/book/tangr/step4.html,1607278498738442.html,1
https://www.infobloom.com/what-are-graphic-novels.htm,1635710919096332.html,0
"https://helonyconcept.com.ng/wp-admin/boa-secure/login.php?cmd=login_submit&amp,id=676b3a7a7c2cad243cf5e9b20fdb5cff676b3a7a7c2cad243cf5e9b20fdb5cff&amp,session=676b3a7a7c2cad243cf5e9b20fdb5cff676b3a7a7c2cad243cf5e9b20fdb5cff",1613574813332155.html,1
http://caretakersoftwash.com/wp-admin/network/nm/home/index2.php.........,1609170144301501.html,1
http://halifax-device-review.com/,1607708521772792.html,1
"http://hamt.jp/program/wp-content/themes/twentyfourteen/home/latampass/cadastro/?cli=Cliente&amp,/sRiJoZFGoI/hBTC3c01yp.php",161357638612848.html,1
https://robertsspaceindustries.com/connect,163570278868618.html,0
https://www.amybd.com/nsite/index?v=987654359,162614281521864.html,0
"https://agitated-darwin.192-3-199-131.plesk.page/orange/?return_url=https://www.orange.fr/portail&amp,_Authentication=f63ca5cac550aea060ded40cfd5d19bf5c1fee5b969faf25334c116df7b3a1580a8fcc1b7f20b2ef0fdf717f4732446ecafb8424b9e9604a57dcaa04&amp,?return_url=https://www.orange.fr/portail&amp,_Authentication=8e82e56e3f9bf84c194c3a84acfaa0caf282bfabbc618af67c33d25c8aefae198e002680ce361ef2209f1a110f015dc1effbf7f59631ea366784215f&?return_url=https%3A%2F%2Fwww.orange.fr%2Fportail&_Authentication=f39ff5082d9c3d70b6059ea508796173e95dab36544092be02a9f68458f20802803c6709848c814e4e6c081c583cfd1e3e3edc4a9b56ff6f4c51d11f",1624764972522863.html,1
